id,Pastry,Z_Scratch,K_Scatch,Stains,Dirtiness,Bumps,Other_Faults
19268,0.0023768954,0.017504916,0.0030264133,0.0006948019,0.0072202706,0.16408683,0.74493295
19269,0.0007679855,0.0010858844,0.94588196,0.00025157433,0.00058029743,0.0017969854,0.04836885
19270,0.18437731,0.0054237247,0.0037420806,0.00046543175,0.7181796,0.035306744,0.22907446
19271,0.0073447,0.02354723,0.05680245,0.0007520635,0.00816079,0.2653482,0.58783364
19272,0.33409384,0.0058870376,0.012355514,0.0006137529,0.043964073,0.3442617,0.28777507
19273,0.004277039,0.0012463839,0.0009802291,0.012560009,0.021194153,0.5012329,0.47283164
19274,0.043786183,0.0010218015,0.00087307015,0.0006763445,0.010780402,0.5443384,0.3636139
19275,0.033855177,0.008699048,0.037839152,0.0012018902,0.0092813205,0.41910383,0.32815474
19276,0.045599252,0.05522014,0.05072575,0.0006537137,0.09447582,0.29366732,0.367728
19277,0.002038308,0.0133970585,0.00097373064,0.00087713974,0.008774396,0.3666992,0.66952044
19278,0.05870566,0.017195,0.0012857541,0.00032561552,0.0071571176,0.25290456,0.4448487
19279,0.08235326,0.00050027244,0.0032532907,0.0043787593,0.006860418,0.23955685,0.5510675
19280,0.08728071,0.05328195,0.010328625,0.00045277228,0.021372098,0.27773505,0.3059634
19281,0.0009228473,0.0009942936,0.925033,0.00027904674,0.0007033062,0.004722722,0.06384329
19282,0.099468656,0.0024246317,0.0008343736,0.00037429127,0.0073192366,0.6719722,0.30250373
19283,0.0016473517,0.03878834,0.6353293,0.00057147176,0.003647361,0.05685513,0.34743822
19284,0.030502658,0.02425434,0.06961012,0.00049165764,0.08664063,0.22852604,0.39466137
19285,0.068211004,0.0038587456,0.5787404,0.00026562405,0.0039245905,0.009864544,0.23107962
19286,0.06536136,0.0023812312,0.361264,0.00033057982,0.016265973,0.02043312,0.32123107
19287,0.06785981,0.0026495443,0.0015516285,0.00041826622,0.03136092,0.39981523,0.42198107
19288,0.008146745,0.005036828,0.00068050314,0.0006270473,0.0020119443,0.5824378,0.3700535
19289,0.055563238,0.00082605454,0.0007319629,0.0014486561,0.0075842794,0.7029537,0.30423665
19290,0.09082635,0.0031298301,0.07397595,0.0012324796,0.07401177,0.29643005,0.39967525
19291,0.0006899932,0.0011196907,0.9493301,0.00024994762,0.00050657464,0.001756075,0.038476087
19292,0.17710203,0.030025033,0.010705801,0.00055041746,0.018622555,0.36913273,0.31208462
19293,0.014842006,0.029366085,0.0030701333,0.00046377763,0.005331783,0.11232713,0.6115943
19294,0.033792455,0.041586857,0.00089602236,0.0013505766,0.0034067526,0.32941642,0.46911204
19295,0.0010630965,0.014901974,0.0012066863,0.00028071075,0.00485521,0.5611428,0.40538627
19296,0.010768809,0.011270844,0.0010102513,0.00081808364,0.002672204,0.7095941,0.23549838
19297,0.101445444,0.0036409325,0.010821965,0.00023864179,0.011154575,0.19087054,0.6683728
19298,0.024210984,0.006968625,0.022103783,0.00084248494,0.09586408,0.14537829,0.63665545
19299,0.06296549,0.08200265,0.004670271,0.00022387397,0.00841248,0.13102756,0.42773068
19300,0.0015005633,0.0008734688,0.9095516,0.0002798388,0.0008132643,0.0014521007,0.073017925
19301,0.0010125908,0.0012555035,0.9261238,0.0002792812,0.0007272678,0.0057579833,0.0755292
19302,0.0054815565,0.0018817416,0.0019120524,0.7805813,0.00687434,0.0096591255,0.20852266
19303,0.34046206,0.001278464,0.0006808677,0.0005044352,0.003973887,0.09140658,0.66840655
19304,0.0009868748,0.00063744787,0.8789061,0.00028153733,0.0006455889,0.0015448219,0.10155805
19305,0.00067277363,0.0013348089,0.95319,0.00025620373,0.0004836727,0.0015707854,0.051088344
19306,0.007335792,0.002477345,0.0018159385,0.6845742,0.003119995,0.016463365,0.26957187
19307,0.004835797,0.0027529867,0.002223754,0.00035280216,0.020431861,0.38803577,0.6066404
19308,0.00568801,0.07764967,0.2426565,0.00065228075,0.01899254,0.27287918,0.37600955
19309,0.12714273,0.002166732,0.0026618987,0.00036498078,0.003894275,0.4767711,0.3397134
19310,0.007883364,0.016459404,0.081569076,0.053787664,0.024317732,0.26900724,0.4125757
19311,0.00974136,0.040308762,0.009288992,0.00035537625,0.114717074,0.38306174,0.38975197
19312,0.023592692,0.0025063632,0.45163962,0.00026300375,0.0034141901,0.040663574,0.3420404
19313,0.002275916,0.034530405,0.041835565,0.00031190374,0.0054064025,0.34853217,0.5725038
19314,0.0017506875,0.18371966,0.0038066544,0.00029551727,0.0029057374,0.38567582,0.47715804
19315,0.008603476,0.0013674644,0.005203381,0.8217272,0.004705263,0.008745293,0.13651797
19316,0.13769272,0.01667793,0.018371247,0.00034873572,0.036595177,0.4779457,0.28260165
19317,0.0061127725,0.011089403,0.0018066448,0.017146653,0.0037752558,0.13930276,0.76498747
19318,0.0030638478,0.010317353,0.0011436592,0.5985867,0.01932542,0.13778839,0.33714345
19319,0.0010577413,0.5061366,0.004541608,0.0032420119,0.007860097,0.20310974,0.33148125
19320,0.0007910418,0.0011979161,0.90215975,0.00027468844,0.0004610784,0.0024752873,0.09583757
19321,0.19692713,0.0012584422,0.0015020602,0.0012924789,0.020863215,0.42124596,0.30857208
19322,0.016684454,0.002446577,0.0007781394,0.00084296433,0.0055634053,0.44765648,0.40490538
19323,0.017530669,0.005103521,0.0009528262,0.0015136978,0.007012131,0.51669127,0.42935643
19324,0.36958525,0.0015742907,0.0005480432,0.00037611747,0.005322977,0.4525977,0.2272952
19325,0.021024963,0.014261332,0.091233924,0.00030237925,0.027069077,0.25296286,0.5014152
19326,0.026646063,0.53406554,0.0007209789,0.0002864862,0.0053823157,0.27652588,0.26696026
19327,0.006210164,0.081696875,0.08441511,0.0024351198,0.015139798,0.19385087,0.50883996
19328,0.0028040372,0.021422917,0.22433598,0.00046932083,0.011804818,0.14980912,0.41012675
19329,0.0007099768,0.0012989157,0.92982626,0.00027379475,0.0004867727,0.002466447,0.070295915
19330,0.066426724,0.03822139,0.020746697,0.0006127914,0.03090855,0.40211213,0.3512456
19331,0.11281901,0.002478315,0.038127467,0.00096489274,0.017408855,0.37015945,0.3564335
19332,0.14141579,0.002194666,0.0018790424,0.00023439448,0.015820159,0.20354088,0.53921735
19333,0.33877432,0.045863792,0.0017457545,0.00045496796,0.03349924,0.12725092,0.39758387
19334,0.005204445,0.33523756,0.0011156374,0.0016474983,0.009146755,0.16225943,0.31465143
19335,0.0031398123,0.7555506,0.00077443843,0.00030175317,0.0036264637,0.10267471,0.28783375
19336,0.25882977,0.0062642307,0.0028308507,0.00089061144,0.020609604,0.15300654,0.47768548
19337,0.24684638,0.026265439,0.00054839667,0.0002664423,0.0067041647,0.27327955,0.33777627
19338,0.27785423,0.24565761,0.001116972,0.00042070652,0.0043378323,0.042850144,0.2564638
19339,0.026484761,0.0031514587,0.00073537487,0.00073643937,0.0017988613,0.516744,0.39638925
19340,0.016969051,0.0010514361,0.00074140873,0.001465267,0.006182988,0.5785311,0.47454232
19341,0.000907063,0.0012783307,0.9255635,0.00024304647,0.000631715,0.0016565953,0.06561427
19342,0.1704037,0.004902406,0.0019718355,0.00067043264,0.072831064,0.27502817,0.41317877
19343,0.0013369578,0.019565895,0.11693127,0.00030906324,0.0069477484,0.35155094,0.43313506
19344,0.12266544,0.028375234,0.025470244,0.00060625887,0.009923588,0.25016934,0.38784206
19345,0.0010534097,0.8759292,0.00082770677,0.00032257088,0.0017832469,0.06301342,0.2572786
19346,0.0015654579,0.044157647,0.07342198,0.0019186876,0.009543295,0.29781103,0.4707256
19347,0.010571885,0.7637583,0.0023492365,0.00022205635,0.0033609774,0.10109915,0.20917961
19348,0.020299634,0.017458158,0.0011330966,0.0037419135,0.00911288,0.4379112,0.5554652
19349,0.07780065,0.0016800137,0.096472725,0.005156645,0.01306584,0.16508232,0.45898268
19350,0.04139586,0.01434553,0.06081292,0.00053783745,0.026998175,0.17820868,0.5663251
19351,0.009171806,0.003679493,0.0033093651,0.00026819887,0.004955396,0.5670596,0.4148383
19352,0.34481755,0.0019310106,0.004474952,0.0002139218,0.0069503877,0.10868975,0.50974363
19353,0.0859656,0.134778,0.0014480148,0.000536542,0.004653087,0.33537433,0.31974387
19354,0.014531993,0.012663232,0.000883611,0.0013144466,0.0064363373,0.586259,0.2697956
19355,0.06658556,0.0060891123,0.0024711124,0.00074642507,0.0052481885,0.4476107,0.55326915
19356,0.0006653842,0.001165576,0.94820225,0.00025261435,0.00049412117,0.0015097888,0.04396311
19357,0.15335493,0.004478284,0.0018879708,0.00068833056,0.3911463,0.20889737,0.33288604
19358,0.006897456,0.06616462,0.075628966,0.00046072557,0.016900036,0.2896979,0.4316115
19359,0.026992716,0.003645748,0.112631455,0.012588168,0.03100754,0.3206507,0.3873092
19360,0.02870894,0.0009342565,0.00051816885,0.0037178264,0.033627078,0.44291005,0.37300918
19361,0.081987,0.0032386407,0.0031242457,0.00022819209,0.005907086,0.35616237,0.41735345
19362,0.0025926977,0.015144398,0.004930861,0.4099898,0.019508049,0.02551871,0.27036172
19363,0.07788429,0.00932156,0.00052003673,0.000547232,0.0070474325,0.42303878,0.41493452
19364,0.014057109,0.0028902804,0.0006259854,0.0004669393,0.0013299811,0.64333016,0.32258633
19365,0.047957342,0.0021956384,0.0021558756,0.0003077425,0.007578772,0.07585754,0.74395525
19366,0.08030839,0.0069615734,0.017355591,0.023082145,0.054427177,0.34195897,0.37117064
19367,0.005600444,0.0017403499,0.004378749,0.55604625,0.0038089405,0.011861736,0.27812806
19368,0.088885374,0.00040528277,0.0023945565,0.002731919,0.012499154,0.17848548,0.63097525
19369,0.19328324,0.0042290064,0.00080535695,0.0006130353,0.001621577,0.39716092,0.37813982
19370,0.35236186,0.023254858,0.01889348,0.0002999639,0.014544495,0.3846169,0.29373637
19371,0.0604696,0.0028531447,0.011849028,0.0017904234,0.009656522,0.5778386,0.36530513
19372,0.00061053416,0.0010081173,0.96464056,0.00024751094,0.00045805477,0.0016684367,0.03869256
19373,0.0010996887,0.6213997,0.0011722635,0.00076833286,0.0052729812,0.084307574,0.3193917
19374,0.0023809196,0.045015153,0.03247459,0.00031140188,0.0047187656,0.34947369,0.47962004
19375,0.09690464,0.004397173,0.0007870679,0.0004610254,0.0017630224,0.4574157,0.37936065
19376,0.04877367,0.0013292524,0.11342905,0.0419154,0.009305246,0.19861798,0.368759
19377,0.017929498,0.41268316,0.0024735737,0.00027582634,0.004099822,0.31565002,0.28573132
19378,0.023094788,0.0030525897,0.0010584232,0.0002251676,0.0034875895,0.45461127,0.39050716
19379,0.15722491,0.16969112,0.0010466021,0.00022218173,0.010522149,0.09954828,0.29053712
19380,0.24888992,0.05558819,0.0018879467,0.0002640505,0.04848749,0.1423286,0.34483293
19381,0.0014049661,0.0009273152,0.92285705,0.00027744842,0.00064080296,0.0012602282,0.054129563
19382,0.026088076,0.00095299276,0.0008612071,0.0012062243,0.0025712508,0.7554364,0.20686273
19383,0.1643852,0.005418035,0.0011555519,0.00071817555,0.0018647689,0.37957475,0.38380516
19384,0.09931221,0.013267543,0.00095341087,0.00028297084,0.003720627,0.22612959,0.6183886
19385,0.033585552,0.0018613135,0.03153485,0.45416293,0.0069517866,0.030464143,0.33342516
19386,0.004400136,0.0143532045,0.0009731001,0.0011724299,0.0077871648,0.54035306,0.37745476
19387,0.0006716352,0.0008775431,0.95422256,0.0002479042,0.00046235492,0.0014624198,0.044598915
19388,0.18949383,0.021548504,0.010166577,0.00022978784,0.048103586,0.12417007,0.47864237
19389,0.68243206,0.0026954557,0.0009859819,0.0003406738,0.03291823,0.061265532,0.3107838
19390,0.26622143,0.0101955,0.0113422135,0.0007961497,0.028945982,0.33334506,0.3378689
19391,0.029879712,0.012413633,0.019074533,0.0039103115,0.014479154,0.3143184,0.40257213
19392,0.13575439,0.015417001,0.010748225,0.0037516463,0.023828479,0.3336408,0.37261972
19393,0.00069858815,0.001307855,0.92161953,0.00025547855,0.0005051543,0.003520257,0.06916244
19394,0.010897166,0.018322604,0.0023960185,0.0010578335,0.01845661,0.2248174,0.65238947
19395,0.014705175,0.7729351,0.0008200349,0.0006511611,0.0043769036,0.12750544,0.2369768
19396,0.1221686,0.22919664,0.0009426451,0.0018749492,0.011682842,0.15649526,0.32695818
19397,0.0948457,0.013002266,0.0036862204,0.0036773311,0.082075335,0.14364424,0.43805024
19398,0.040161423,0.053458244,0.06673777,0.00034643058,0.03343037,0.3249996,0.29472604
19399,0.16818029,0.0018493552,0.0035065813,0.00023207774,0.01677096,0.08365865,0.6436763
19400,0.021815818,0.0016846722,0.0011064511,0.00040452235,0.002104906,0.69798577,0.28094107
19401,0.0035709245,0.018531607,0.07711189,0.013324778,0.0145077985,0.23820053,0.5668344
19402,0.0010336787,0.013439719,0.0012567826,0.0066458364,0.008668889,0.49942893,0.38178155
19403,0.080523774,0.0018265158,0.0021692212,0.00033477036,0.074186064,0.18152353,0.49473056
19404,0.14957859,0.0017161089,0.11637221,0.00945656,0.08519937,0.10516499,0.45674542
19405,0.049296834,0.002927173,0.06610953,0.0008984961,0.011847151,0.41818455,0.35910827
19406,0.23921484,0.015393891,0.0004942335,0.00039161017,0.0026876698,0.14374791,0.50273025
19407,0.2809013,0.001612546,0.0007885477,0.0003314034,0.0018922691,0.21412297,0.4971992
19408,0.0006293476,0.0011852651,0.9611428,0.00024624154,0.00048685717,0.0015473113,0.040992204
19409,0.07256395,0.009997497,0.021062149,0.0010182046,0.004839334,0.5350742,0.26707157
19410,0.0070637045,0.0013541882,0.0017352063,0.8087274,0.0061557046,0.009385055,0.19445859
19411,0.019432755,0.77528095,0.0017444121,0.00021962372,0.005309598,0.08600149,0.24604493
19412,0.0035810904,0.0006685312,0.94667804,0.0002650167,0.0014965707,0.0013080069,0.0640365
19413,0.072704054,0.00999484,0.00053782895,0.0004646675,0.006030146,0.37839565,0.35702452
19414,0.0015059507,0.00081179716,0.95878035,0.0002734658,0.0010246143,0.0014045828,0.053362194
19415,0.060407814,0.0023111172,0.039635252,0.004285438,0.013764622,0.54357564,0.3225995
19416,0.014362673,0.005976213,0.0031260906,0.10820674,0.005818765,0.06521594,0.4740878
19417,0.0054800855,0.030566292,0.0015639851,0.00028075572,0.0077552726,0.43371785,0.43234688
19418,0.072421305,0.015186517,0.0007267202,0.0007970018,0.03108246,0.34524122,0.4028437
19419,0.0015591164,0.014198292,0.0051260823,0.4691334,0.027462067,0.1645703,0.31401104
19420,0.0010531313,0.008351967,0.036536198,0.0048732967,0.0072422503,0.2686501,0.62581974
19421,0.0031855814,0.010995863,0.0054609994,0.5706387,0.014895746,0.111067295,0.24961995
19422,0.0016906342,0.0047659404,0.05354987,0.019754438,0.012883065,0.15776823,0.6409
19423,0.0020003135,0.03010207,0.023692284,0.001104636,0.009237157,0.3716872,0.49750465
19424,0.00068245444,0.0012325024,0.9528756,0.00024754895,0.00049139454,0.0017887435,0.047070336
19425,0.38529044,0.0033616836,0.0006482784,0.000597447,0.0073355176,0.2688386,0.3334234
19426,0.0010081476,0.06543231,0.09916625,0.0115673,0.006987763,0.33461112,0.4220075
19427,0.0008161729,0.00087347673,0.9369927,0.00030343243,0.00055901916,0.0013543152,0.0628419
19428,0.0013266425,0.02385271,0.16654189,0.001084775,0.0090877935,0.20363076,0.5877347
19429,0.0010343539,0.009567475,0.17779052,0.0027914774,0.0053462116,0.0627101,0.52752393
19430,0.30965477,0.0013922162,0.000786327,0.0004161234,0.01932505,0.4814561,0.29048038
19431,0.0023182628,0.0022165077,0.00075321,0.0017564527,0.012636622,0.34824,0.6245228
19432,0.042581998,0.32518175,0.00084114296,0.0012738135,0.004267337,0.32451588,0.2402678
19433,0.21488741,0.00070550275,0.0004714736,0.0024667238,0.0052663023,0.67133546,0.2169412
19434,0.05629025,0.0018761266,0.0025698154,0.19579129,0.002498983,0.2170701,0.3662378
19435,0.21129128,0.002974812,0.0008883976,0.0003641208,0.002847596,0.40479723,0.39841747
19436,0.0009867422,0.0008211785,0.9518495,0.00027644238,0.000552864,0.0010671101,0.05711171
19437,0.18068464,0.0006723576,0.0018664757,0.0010577701,0.05463531,0.3713109,0.36338022
19438,0.001561631,0.04753807,0.0011044913,0.00055070716,0.0052249986,0.49151373,0.31408042
19439,0.0011981375,0.032692738,0.005334869,0.001581692,0.0076308707,0.395496,0.40130275
19440,0.266626,0.03806506,0.013652076,0.00026456153,0.013460567,0.33091217,0.3104128
19441,0.07922538,0.027814094,0.0082347775,0.00038839068,0.045560483,0.17065802,0.38681677
19442,0.040454052,0.003926289,0.0016810385,0.00024634792,0.021998117,0.48495242,0.36744004
19443,0.00062561705,0.0031965463,0.853082,0.00031574228,0.0005378895,0.0018161053,0.08033675
19444,0.040992998,0.0007926063,0.00054781465,0.007936203,0.0057373634,0.43680066,0.42598113
19445,0.07903256,0.36565945,0.012838909,0.0004149113,0.063628174,0.13891035,0.3978104
19446,0.00070886203,0.0010651407,0.9556793,0.00024741917,0.0004652064,0.0018256762,0.048188403
19447,0.055097602,0.59284765,0.0005602359,0.0009314043,0.009043788,0.11833526,0.2503753
19448,0.13345282,0.005579634,0.0013008837,0.00080334186,0.0226265,0.3462682,0.42226505
19449,0.03090055,0.002935789,0.00063673564,0.0010306102,0.009686661,0.6129779,0.34177884
19450,0.061234083,0.5499248,0.0006764373,0.00043360956,0.0036668552,0.12334137,0.28221852
19451,0.013097224,0.0085823,0.026707081,0.0003264168,0.027106455,0.29375324,0.5834823
19452,0.022289354,0.0011272851,0.0006214855,0.0009772512,0.0033886961,0.6277898,0.35443622
19453,0.10820464,0.0033706177,0.00058769784,0.0007299394,0.0064818673,0.5063415,0.3948086
19454,0.11113744,0.046475124,0.006395495,0.00028094716,0.029790236,0.21954493,0.32470655
19455,0.06223068,0.006818037,0.001048275,0.0012885758,0.017668854,0.40088415,0.34385794
19456,0.0017576747,0.031105917,0.035596646,0.00077104307,0.004432568,0.3822326,0.4445053
19457,0.08693496,0.0024566115,0.00058140577,0.00047712086,0.010155637,0.55053604,0.3436009
19458,0.019997384,0.03402326,0.023042748,0.00062671036,0.017772222,0.4638158,0.41822523
19459,0.016443077,0.036156673,0.13321626,0.002162892,0.02690606,0.16008481,0.58073187
19460,0.008312122,0.80655843,0.001837689,0.00036210954,0.00319856,0.09250128,0.2504764
19461,0.0015141397,0.00081023097,0.9370963,0.0002734658,0.00081662834,0.0012900555,0.08716441
19462,0.0015047044,0.010295888,0.02777108,0.0017114752,0.007244168,0.3662193,0.5417096
19463,0.0008376417,0.0010869328,0.92836225,0.00025767062,0.00057584036,0.0042279866,0.064693555
19464,0.00072547124,0.0009893337,0.9643172,0.00025041943,0.0004826719,0.0027924401,0.03566282
19465,0.019127293,0.0010708863,0.0014371694,0.0010506705,0.0038696318,0.6994544,0.26736712
19466,0.33502144,0.00073747034,0.0025283187,0.00032707813,0.014743596,0.18307526,0.42984843
19467,0.0006950357,0.0011371559,0.920106,0.00027515265,0.00051345804,0.0011525996,0.08097103
19468,0.026409496,0.0015996662,0.00064754725,0.0056476523,0.053029407,0.22482277,0.5480335
19469,0.038599074,0.01659461,0.0008823154,0.003279901,0.01799558,0.4577946,0.43724877
19470,0.04417988,0.0014987048,0.6949105,0.00057749863,0.005141201,0.004038248,0.092763536
19471,0.00093653705,0.014933577,0.0011216353,0.00085062365,0.00453283,0.57275206,0.38671333
19472,0.0036046081,0.010265361,0.026953818,0.0018649145,0.013653843,0.44758883,0.49634713
19473,0.027507428,0.004943382,0.2273861,0.0004891157,0.08157963,0.13415268,0.52525413
19474,0.07690802,0.0038077973,0.030668754,0.0014007157,0.012840486,0.58030975,0.27424002
19475,0.026018351,0.00089316984,0.83143944,0.00032445876,0.006185107,0.008029188,0.08844359
19476,0.00066908455,0.0007743613,0.9275895,0.00027581348,0.0005168021,0.0012517662,0.08567519
19477,0.6005904,0.0036582751,0.0015460294,0.00022184703,0.03685468,0.06488854,0.31864628
19478,0.106552176,0.020240441,0.005957558,0.0008853066,0.039173752,0.34420207,0.27945173
19479,0.07592287,0.5013877,0.00059759873,0.0004581921,0.0031354288,0.10991282,0.22014934
19480,0.089077085,0.01620741,0.0007245467,0.0005659579,0.0046602697,0.55746454,0.28461823
19481,0.011445202,0.03983771,0.0013446254,0.019780623,0.010007135,0.14298354,0.3781015
19482,0.0011376082,0.14084637,0.28880003,0.00038836792,0.00767196,0.17535767,0.37615895
19483,0.16064094,0.37394693,0.0011655099,0.00028944993,0.04120747,0.1094292,0.24860957
19484,0.0009227361,0.0007362352,0.90923995,0.00034197493,0.0005921673,0.0015077076,0.08981814
19485,0.17049743,0.009942786,0.014825052,0.00040823108,0.06207095,0.3735692,0.32535365
19486,0.3434825,0.047062807,0.0042280043,0.00023383844,0.15300082,0.069575846,0.30159605
19487,0.0071104593,0.0015521036,0.0024371175,0.8316491,0.0035325175,0.017449073,0.16316512
19488,0.20852369,0.0016827127,0.0010196728,0.00064409,0.009630005,0.26778823,0.37565622
19489,0.0007048582,0.0006929946,0.89894927,0.00027918487,0.00048951845,0.0011682867,0.07613202
19490,0.0025243799,0.16030347,0.00090926385,0.0012493856,0.004990143,0.404609,0.3668222
19491,0.022888608,0.0009299811,0.920361,0.00028047932,0.0015681784,0.0018789512,0.06810217
19492,0.00087096763,0.0007489113,0.9525446,0.00027740898,0.00050969305,0.0010409802,0.04612469
19493,0.028639361,0.0013982474,0.00080912036,0.0021596332,0.0046713,0.56423306,0.4692003
19494,0.0025782112,0.0018582314,0.00074635324,0.0005765384,0.005748644,0.5044968,0.42278174
19495,0.004973635,0.0010800492,0.0009399501,0.0022301492,0.00424552,0.559882,0.4815827
19496,0.062188346,0.023838902,0.013476704,0.00027800552,0.00895033,0.47844306,0.3191584
19497,0.0048920214,0.0041061137,0.06669822,0.0004938149,0.020434126,0.2764445,0.5306137
19498,0.07392707,0.5121639,0.0007196547,0.00039053702,0.0059915483,0.2506125,0.24945728
19499,0.050420817,0.0032400847,0.044895317,0.010611161,0.023828361,0.30851814,0.47631195
19500,0.3322878,0.0019296327,0.00052308966,0.00054535846,0.027859814,0.2604772,0.3162709
19501,0.0007718837,0.0009143658,0.9496778,0.00025693784,0.000462722,0.002286738,0.052703198
19502,0.15584058,0.0053883,0.0006712174,0.0003318223,0.0201176,0.2547765,0.36506924
19503,0.001841509,0.022406397,0.048389345,0.002519124,0.008649885,0.2239241,0.6215707
19504,0.104727186,0.013792329,0.002191027,0.0033152953,0.04123457,0.15288338,0.5663174
19505,0.0008309504,0.0012270468,0.94150966,0.00025118297,0.00046789568,0.0022846926,0.04778626
19506,0.019514043,0.0056150183,0.15481819,0.0022713772,0.0077807135,0.20298362,0.41880083
19507,0.101656795,0.007901686,0.008311529,0.0026342573,0.35329583,0.1423302,0.3849384
19508,0.007162019,0.0026306016,0.00067364716,0.00050206983,0.003529625,0.41886163,0.54624456
19509,0.13528673,0.0026972843,0.00083198666,0.000766295,0.003765038,0.4282189,0.3626026
19510,0.004681696,0.0051385947,0.07166197,0.006327243,0.01122708,0.25944152,0.5626616
